新片好片,#genre#
FOX 家庭影院HD,mitv://fccsovh.pvbox.live:18912/5b14098e000945caf5e4be649b0460c3.ts
FX 福克斯影视 HD,mitv://fccsovh.pvbox.live:18912/5b1409da000ebd4705346add1747aa23.ts
HBO HD,mitv://fccsovh.pvbox.live:18912/5b140969000be13c0cfc86fe60fae30e.ts
好莱坞电影,mitv://fccsovh.pvbox.live:18912/5b1409f3000c1df53f7ba0012d829cba.ts
星卫电影,mitv://fccsovh.pvbox.live:18912/5b140940000a727a1de978c32eaafddd.ts
东森洋片,mitv://fccsovh.pvbox.live:18912/5b14092300021ad1076b0d328d567031.ts
东森电影 HD,mitv://fccsovh.pvbox.live:18912/5b1409f20009bbe281ffe7b699b8ccda.ts
珠江电影,mitv://fccsovh.pvbox.live:18912/5b14094900043fac4aecf6e0b43220fa.ts
伟来电影,mitv://fccsovh.pvbox.live:18912/5b140922000ebd5b65820c35557c54ec.ts
美亚电影台 HD,mitv://fccsovh.pvbox.live:18912/5b14098f0007961555aceecec68bb109.ts
卫视中文,mitv://fccsovh.pvbox.live:18912/5b14096a00006f07ab9e1941b4529a7b.ts
卫视合家欢,mitv://fccsovh.pvbox.live:18912/5b14096a0001dd418df7b0cf26ad4d95.ts
卫视西片 HD,mitv://fccsovh.pvbox.live:18912/5b14098f00030ea40538018022108897.ts
卫视电影,mitv://fccsovh.pvbox.live:18912/5b140960000aafcc5b0e2fd6870e128c.ts
高清影院,mitv://fccseuro.pvbox.live:18912/5b140a1600025764e0c01b4269103f01.ts
龙华洋片,mitv://fccsovh.pvbox.live:18912/5b140917000c1e9b6979810e84e0e7d5.ts
电影轮播,#genre#
科幻影院,http://sousou2.top/dl/yy1.php?t=37988782
欧美电影1,http://sousou2.top/dl/yy1.php?t=1331053117
科幻电影,http://sousou2.top/dl/yy1.php?t=35133142
海外,http://sousou2.top/dl/yy1.php?t=1353426319
欧美专场,http://sousou2.top/dl/yy1.php?t=29170933
杰森斯坦森,http://sousou2.top/dl/yy1.php?t=35292562
欧美科幻3,http://sousou2.top/dl/yy1.php?t=32140089
海外精品影院,http://sousou2.top/dl/yy1.php?t=88009971
速度与激情,http://sousou2.top/dl/yy1.php?t=22937730
高清电影,http://sousou2.top/dl/yy1.php?t=1351053003
欧美影视500部,http://sousou2.top/dl/yy1.php?t=1353281165
欧美新电影500部,http://sousou2.top/dl/yy1.php?t=14503914
欧美电影狙击动作,http://sousou2.top/dl/yy1.php?t=1331053117
天龙倚天笑傲,http://sousou2.top/dl/yy1.php?t=1351814644
神雕侠侣倚天屠龙,http://sousou2.top/dl/yy1.php?t=1351762426
香港赌片精彩不间断,http://sousou2.top/dl/yy1.php?t=29900720
经典港片动作枪战恩仇,http://sousou2.top/dl/yy1.php?t=37758710
周星驰经典搞笑赌片,http://sousou2.top/dl/yy1.php?t=1353881242
林正英鬼片影视,http://sousou2.top/dl/yy1.php?t=1353018737
爱情公寓超清,http://sousou2.top/dl/yy1.php?t=38525272
港片赌片动作喜剧,http://sousou2.top/dl/yy1.php?t=28751126
林正英相亲恋爱奇幻僵尸女鬼,http://sousou2.top/dl/yy1.php?t=24066336
发哥赌神电影系列,http://sousou2.top/dl/yy1.php?t=39589923
林正英僵尸女鬼惊险刺激,http://sousou2.top/dl/yy1.php?t=28996058
鹿鼎记高清经典,http://sousou2.top/dl/yy1.php?t=28265277
猪猪陪你看,http://sousou2.top/dl/yy1.php?t=33519757
林正英鬼片500部,http://sousou2.top/dl/yy1.php?t=1353059120
胡歌郡主,http://sousou2.top/dl/yy1.php?t=35467265
经典西游记高清字幕版,http://sousou2.top/dl/yy1.php?t=1352677541
林正英僵尸王系列,http://sousou2.top/dl/yy1.php?t=1353685311
成龙经典动作搞笑,http://sousou2.top/dl/yy1.php?t=34460526
僵尸女鬼24小时播放,http://sousou2.top/dl/yy1.php?t=79049030
盗墓玄幻电影精彩刺激,http://sousou2.top/dl/yy1.php?t=29958059
周星驰,http://tx2play1.douyucdn.cn/live/122402rK7MO9bXSq.flv
经典电影,http://tx2play1.douyucdn.cn/live/218859rMWyegOHln.flv
神探狄仁杰,http://tx2play1.douyucdn.cn/live/674441rW3ZzXPGGQ.flv#http://tx2play1.douyucdn.cn/live/6166636rJyTScpCH.flv
周星驰-爱美剧,https://zb3.qhqsnedu.com/live/zhouxingxinga/playlist.m3u8
林正英-爱美剧,https://zb3.qhqsnedu.com/live/chingyinglam/playlist.m3u8
嗨曲,#genre#
欧美动感DJ节奏舞曲-DontStopTheParty,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyMqg4gUo-uSR5AU.mp4
1-MKV,http://em.21dtv.com/songs/60110001.mkv
2-MKV,http://em.21dtv.com/songs/60110002.mkv
3-MKV,http://em.21dtv.com/songs/60110003.mkv
4-MKV,http://em.21dtv.com/songs/60110006.mkv
5-MKV,http://em.21dtv.com/songs/60110004.mkv
6-MKV,http://em.21dtv.com/songs/60110007.mkv
7-MKV,http://em.21dtv.com/songs/60110005.mkv
8-MKV,http://em.21dtv.com/songs/60110008.mkv
9-MKV,http://em.21dtv.com/songs/60110009.mkv
10-MKV,http://em.21dtv.com/songs/60110011.mkv
11-MKV,http://em.21dtv.com/songs/60110012.mkv
12-MKV,http://em.21dtv.com/songs/60110010.mkv
13-MKV,http://em.21dtv.com/songs/60110013.mkv
14-MKV,http://em.21dtv.com/songs/60110015.mkv
15-MKV,http://em.21dtv.com/songs/60110016.mkv
16-MKV,http://em.21dtv.com/songs/60110014.mkv
17-MKV,http://em.21dtv.com/songs/60110017.mkv
18-MKV,http://em.21dtv.com/songs/60110020.mkv
19-MKV,http://em.21dtv.com/songs/60110018.mkv
20-MKV,http://em.21dtv.com/songs/60110019.mkv
21-MKV,http://em.21dtv.com/songs/60110021.mkv
22-MKV,http://em.21dtv.com/songs/60110022.mkv
23-MKV,http://em.21dtv.com/songs/60110023.mkv
24-MKV,http://em.21dtv.com/songs/60110024.mkv
25-MKV,http://em.21dtv.com/songs/60110025.mkv
26-MKV,http://em.21dtv.com/songs/60110026.mkv
27-MKV,http://em.21dtv.com/songs/60110027.mkv
28-MKV,http://em.21dtv.com/songs/60110028.mkv
29-MKV,http://em.21dtv.com/songs/60110030.mkv
30-MKV,http://em.21dtv.com/songs/60110031.mkv
31-MKV,http://em.21dtv.com/songs/60110033.mkv
32-MKV,http://em.21dtv.com/songs/60110032.mkv
33-MKV,http://em.21dtv.com/songs/60110035.mkv
34-MKV,http://em.21dtv.com/songs/60110034.mkv
35-MKV,http://em.21dtv.com/songs/60110029.mkv
36-MKV,http://em.21dtv.com/songs/60110036.mkv
37-MKV,http://em.21dtv.com/songs/60110037.mkv
38-MKV,http://em.21dtv.com/songs/60110038.mkv
39-MKV,http://em.21dtv.com/songs/60110000.mkv
40-MKV,http://em.21dtv.com/songs/60110040.mkv
41-MKV,http://em.21dtv.com/songs/60110039.mkv
42-MKV,http://em.21dtv.com/songs/60110041.mkv
43-MKV,http://em.21dtv.com/songs/60110042.mkv
44-MKV,http://em.21dtv.com/songs/60110043.mkv
46-MKV,http://em.21dtv.com/songs/60110045.mkv
45-MKV,http://em.21dtv.com/songs/60110044.mkv
47-MKV,http://em.21dtv.com/songs/60110046.mkv
48-MKV,http://em.21dtv.com/songs/60110047.mkv
49-MKV,http://em.21dtv.com/songs/60110048.mkv
50-MKV,http://em.21dtv.com/songs/60110049.mkv
舞蹈1,https://mvvideoshare2.meitudata.com/5e5a6b18f102dH264WEB683142_H264_4_1910a1499517b2.mp4
舞蹈2,https://mvvideoshare2.meitudata.com/5e18860eebc3cspgpz9db86402_H264_4_4cdc5e794ee29.mp4
舞蹈3,https://mvvideoshare2.meitudata.com/5e5cb64b3981b6eph4svtt5180_H264_4_732ebc590038a.mp4
舞蹈4,https://mvvideoshare2.meitudata.com/5e93dafed5ac8qa87xtz722921_H264_1_f08af3b6aa6b.mp4
舞蹈5,https://mvvideoshare2.meitudata.com/5e5a63118107dqjjulcku6891_H264_4_1624c8692d883.mp4
舞蹈7,https://mvvideoshare2.meitudata.com/5e91627e7b66c1ktmmcunm7341_H264_1_5d803768d461.mp4
舞蹈8,https://mvvideoshare2.meitudata.com/5e7090a46e543ol3mtyf2p4274_H264_4_ac3f81dfc1933.mp4
舞蹈9,https://mvvideoshare2.meitudata.com/5e6ccc6c0e795625gcupr9217_H264_4_9deb8266ae765.mp4
舞蹈10,https://mvvideoshare2.meitudata.com/5e6c8487eaf562ip8evyy22386_H264_4_9b6cb4c3ea353.mp4
舞蹈11,https://mvvideoshare2.meitudata.com/5e634cf2141a92hpybf7m04115_H264_4_384eeaf91555b.mp4
舞蹈12,https://mvvideoshare2.meitudata.com/5e5f6bccd6301xbqixb91x6045_H264_4_287f706bd4799.mp4
点歌的人,https://vd3.bdstatic.com/mda-kdi6hifkag5xsc4p/v1-cae/hd/mda-kdi6hifkag5xsc4p.mp4
央视卫视,#genre#
CCTV-1,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226226/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225922/1.m3u8
CCTV-2,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226230/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225923/1.m3u8
CCTV-3,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-3/1.m3u8#http://223.110.241.130:6610/gitv/live1/G_CCTV-3-HQ/.m3u8
CCTV-4,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226314/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225802/1.m3u8
CCTV-5,http://223.110.241.130:6610/gitv/live1/G_CCTV-5-HQ/G_CCTV-5-HQ/#http://112.17.40.145/PLTV/88888888/224/3221226687/index.m3u8
CCTV-5+,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226225/1.m3u8#http://117.169.124.46:6410/ysten-businessmobile/live/hdcctv05plus/1.m3u8
CCTV-6,http://223.110.243.139/PLTV/3/224/3221225548/index.m3u8#http://117.169.124.36:6610/ysten-businessmobile/live/cctv-6/1.m3u8
CCTV-7,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225927/1.m3u8
CCTV-8,http://112.17.40.140/PLTV/88888888/224/3221226330/index.m3u8#http://125.210.152.18:9090/live/CCTV8HD_H265.m3u8
CCTV-9,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225820/1.m3u8
CCTV-10,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226227/1.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225814/1.m3u8
CCTV-11,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226315/1.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225815/1.m3u8
CCTV-12,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225816/1.m3u8
CCTV-13,http://221.230.141.252/live-cnc-cdn.ysp.cctv.cn/ysp/2000204603.m3u8#http://223.110.241.130:6610/gitv/live1/G_CCTV-13-HQ/.m3u8
CCTV-14,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8#http://117.148.187.37/PLTV/88888888/224/3221226126/index.m3u8
CCTV-15,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225818/1.m3u8
CCTV-17,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226990/1.m3u8
北京卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225728/index.m3u8
天津卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226246/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226412/index.m3u8
河北卫视,http://223.110.245.149/ott.js.chinamobile.com/PLTV/3/224/3221225840/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225623/index.m3u8
东方卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226237/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225828/1.m3u8
湖南卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226241/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226553/index.m3u8
浙江卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226247/1.m3u8#http://223.110.243.173/PLTV/3/224/3221227215/index.m3u8
江苏卫视,http://112.17.40.140/PLTV/88888888/224/3221226414/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226567/index.m3u8
东南卫视,http://117.169.124.37:6610/ysten-businessmobile/live/dongnanstv/yst.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226046/index.m3u8
山东卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226308/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226410/index.m3u8
湖北卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226310/1.m3u8#http://223.110.243.171/PLTV/3/224/3221227211/index.m3u8
安徽卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8#http://223.110.245.147/ott.js.chinamobile.com/PLTV/3/224/3221225634/index.m3u8
广东卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226225/index.m3u8
深圳卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226245/1.m3u8#http://223.110.243.171/PLTV/3/224/3221227217/index.m3u8
XX_0000,#genre#
色戒,https://qqc1107.phpdaniu.com/japan/20190829/5fjOUM6C/index.m3u8
苹果,https://qqc1107.phpdaniu.com/japan/20190821/xKAFD0kH/800kb/hls/index.m3u8
丑闻,https://qqc1107.phpdaniu.com/japan/20190821/7vpRqM9k/index.m3u8
为你钟情,https://qqc1107.phpdaniu.com/japan/20190820/zelJotND/800kb/hls/index.m3u8
魔鬼天使,https://qqc1107.phpdaniu.com/japan/20190821/lAEs5Rri/index.m3u8
一路向西,https://qqc1107.phpdaniu.com/japan/20190829/LGzK8FXD/800kb/hls/index.m3u8
蜜桃成熟时,https://qqc1107.phpdaniu.com/japan/20190820/OWLLUzio/index.m3u8
少女潘金莲,https://qqc1107.phpdaniu.com/japan/20190930/mzOygvXT/800kb/hls/index.m3u8
唐朝豪放女,https://qqc1107.phpdaniu.com/japan/20190930/sy8A0Lc6/index.m3u8
金瓶梅【上集】,https://qqc1107.phpdaniu.com/japan/20190829/6iLi5qMz/800kb/hls/index.m3u8
金瓶梅【下集】,https://qqc1107.phpdaniu.com/japan/20190829/FQIZJjXg/index.m3u8
美人图【第一集】,https://qqc1107.phpdaniu.com/japan/20190820/TQzYp0CW/800kb/hls/index.m3u8
美人图【第二集】,https://qqc1107.phpdaniu.com/japan/20190820/aVMEPQGA/index.m3u8
南洋十大邪术,https://qqc1107.phpdaniu.com/japan/20190829/weqi6SFY/800kb/hls/index.m3u8
爱人情人爱诱惑,https://qqc1107.phpdaniu.com/japan/20190821/XIo5Lk08/800kb/hls/index.m3u8
玉蒲团之玉女心经,https://qqc1107.phpdaniu.com/japan/20190820/VSPnfvCr/800kb/hls/index.m3u8
肉蒲团之极乐宝鉴,https://qqc1107.phpdaniu.com/japan/20190829/CMS8vhEX/index.m3u8
色即是空【前篇】,https://qqc1107.phpdaniu.com/japan/20190821/q5eiqO19/800kb/hls/index.m3u8
色即是空【后篇】,https://qqc1107.phpdaniu.com/japan/20190821/Lg2355tx/index.m3u8
满清十大酷刑【赤裸凌迟】,https://qqc1107.phpdaniu.com/japan/20190829/LR1VP55H/800kb/hls/index.m3u8
18禁Ⅰ东京热美少妇,https://qqc1107.phpdaniu.com/japan/ZW0910/8F8YJ4lB/800kb/hls/index.m3u8
18禁Ⅰ东京热奸空姐,https://qqc1107.phpdaniu.com/japan/ZW0910/AITV4deO/index.m3u8
18禁Ⅰ牛仔裤女郎,https://qqc1107.phpdaniu.com/japan/20191013/jz4knROn/500kb/hls/index.m3u8
18禁Ⅰ操到翻白眼,https://qqc1107.phpdaniu.com/japan/wuma/031116-519_06/index.m3u8
18禁Ⅰ爆弹肉体小衣,https://qqc1107.phpdaniu.com/japan/20191013/S9iMljUH/500kb/hls/index.m3u8
18禁Ⅰ被秒插却很爽,https://qqc1107.phpdaniu.com/japan/20191013/TnoqbCFH/500kb/hls/index.m3u8
18禁Ⅰ让少妇淫叫潮吹,https://qqc1107.phpdaniu.com/japan/20191101/M5PFQupR/index.m3u8
18禁Ⅰ女孩的最终幻想,https://qqc1107.phpdaniu.com/oumei/2019922/qqc002/1000kb/hls/index.m3u8
18禁Ⅰ小猫咪搬的女孩,https://qqc1107.phpdaniu.com/oumei/2019922/qqc001/index.m3u8
18禁Ⅰ加藤椿是我老婆,https://qqc1107.phpdaniu.com/japan/20191013/P0ITeExQ/index.m3u8
18禁Ⅰ和你老婆来一炮,https://qqc1107.phpdaniu.com/japan/20191013/wC5HedHl/index.m3u8
18禁Ⅰ我老婆是雾岛樱的话,https://qqc1107.phpdaniu.com/japan/20191013/uh131Qgy/index.m3u8
18禁Ⅰ朋友的女友西野亚子,https://qqc1107.phpdaniu.com/japan/20191013/Wny3sG2o/500kb/hls/index.m3u8
18禁Ⅰ热吻浓情干炮【江波凉】,https://qqc1107.phpdaniu.com/japan/20191003/040518_667/index.m3u8
18禁Ⅰ喷精快手松本芽依精选,https://qqc1107.phpdaniu.com/japan/20191013/alQxYPic/500kb/hls/index.m3u8
18禁Ⅰ喷精快手上原麻衣精选,https://qqc1107.phpdaniu.com/japan/20191013/LdqeJHSd/index.m3u8
18禁Ⅰ淫乱小穴操到爆射大满足,https://qqc1107.phpdaniu.com/japan/20191013/ijyp7jqd/index.m3u8
18禁Ⅰ被隔壁的巨乳大姐榨干了,https://qqc1107.phpdaniu.com/japan/20191013/YUTeYB6h/500kb/hls/index.m3u8
18禁Ⅰ超淫荡美少妇的激情,https://qqc1107.phpdaniu.com/japan/20191013/NQ1YjAsl/index.m3u8
18禁Ⅰ叶山瞳操得爽翻天啊,https://qqc1107.phpdaniu.com/japan/20191126/QoTyft88/500kb/hls/index.m3u8
